SKU,Brand,Product Name,Category,ADL Price,MEL Price,Price Difference,ADL packaging,MEL packaging,ADL Specials,MEL Specials,Same Specials,ADL Suppliers,MEL Suppliers
473583P,Carlton,Dry Bottle 330mL,Summer Entertaining,47.0,46.0,1.0,24 Pack,24 Pack,$pecials,$pecials,True,['9393 CUB P/L'],['9393 CUB P/L']
4829838P,Coles,Cup Mushrooms Prepacked,Fruit & Vegetables,6.0,5.0,1.0,500g,500g,,,True,"['414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)']","['414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)']"
8686890P,James Squire,150 Lashes Pale Ale Bottle 345mL,Liquor,23.0,22.0,1.0,6 Pack,6 Pack,,,True,"['47082 TOOHEYS P/L', '169871 CASTLEMAINE PERKINS LTD', '710911 LION NATHAN VICTORIA P/L (BEER)', '254762 THE SOUTH AUST BREWING CO P/L', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD']","['47082 TOOHEYS P/L', '169871 CASTLEMAINE PERKINS LTD', '710911 LION NATHAN VICTORIA P/L (BEER)', '254762 THE SOUTH AUST BREWING CO P/L', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD']"
2193255P,Henninger,Premium Lager Bottle 330mL,Liquor,14.0,13.0,1.0,6 Pack,6 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
7371667P,Jack Daniels,& Cola Can 375mL,Summer Entertaining,43.0,41.0,2.0,10 Pack,10 Pack,$pecials,$pecials,True,"['710105 BROWN-FORMAN', '963979 MAX LIQUOR SUPPLIES']","['710105 BROWN-FORMAN', '963979 MAX LIQUOR SUPPLIES']"
3752556P,Mountain Dew,Soft Drink No Sugar,Drinks,2.3,2.2,0.09999999999999964,1.25L,1.25L,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3365458P,Henninger,Lager Can 500mL,Liquor,15.0,14.0,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
544443P,James Boags,Premium Bottle 375mL,Liquor,54.0,52.0,2.0,24 Pack,24 Pack,$pecials,$pecials,True,"['727113 J BOAG & SON BREWING LTD (BONDED', '254762 THE SOUTH AUST BREWING CO P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '975969 LION-BEER SPIRITS & WINE PTY LTD', '12947 G.H.P.L.', '963979 MAX LIQUOR SUPPLIES', '47082 TOOHEYS P/L', '169871 CASTLEMAINE PERKINS LTD', '935692 J BOAG & SON BREWING LTD', '954048 J BOAG & SON BREWING LTD (DUTY P', '42196 THE SWAN BREWERY CO P/L', '729248 AUSTRALIAN LIQUOR MARKETERS P/L']","['727113 J BOAG & SON BREWING LTD (BONDED', '254762 THE SOUTH AUST BREWING CO P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '975969 LION-BEER SPIRITS & WINE PTY LTD', '12947 G.H.P.L.', '963979 MAX LIQUOR SUPPLIES', '47082 TOOHEYS P/L', '169871 CASTLEMAINE PERKINS LTD', '935692 J BOAG & SON BREWING LTD', '954048 J BOAG & SON BREWING LTD (DUTY P', '42196 THE SWAN BREWERY CO P/L', '729248 AUSTRALIAN LIQUOR MARKETERS P/L']"
240208P,Schweppes,Lemonade,Summer Entertaining,2.1,2.0,0.10000000000000009,2L,2L,$pecials,$pecials,True,"['56774 C & R DIST', '803446 WESTCO DISTRIBUTORS P/L', '44059 ASAHI BEVERAGES PTY LTD', '101583 HOPES GOUL', '736104 SCHWEPPES AUST P/L (NSW)', '708747 COFFS CORD', '711420 KINGSTONS', '736112 SCHWEPPES', '418161 LILLYMAN B', '736091 SCHWEPPES', '709239 SAXBY SOFT']","['56774 C & R DIST', '803446 WESTCO DISTRIBUTORS P/L', '44059 ASAHI BEVERAGES PTY LTD', '101583 HOPES GOUL', '736104 SCHWEPPES AUST P/L (NSW)', '708747 COFFS CORD', '711420 KINGSTONS', '736112 SCHWEPPES', '418161 LILLYMAN B', '736091 SCHWEPPES', '709239 SAXBY SOFT']"
4869333P,Coca-Cola,Classic Coke,Drinks,4.3,4.1,0.20000000000000018,1L,1L,,,True,"['722642 COCA-COLA AMATIL (AUST) P/L', '931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['722642 COCA-COLA AMATIL (AUST) P/L', '931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
3813785P,Coles,Soft Drink Diet Raspberry,Summer Entertaining,1.0,0.75,0.25,1.25L,1.25L,,,True,['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN'],['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']
6882831P,Pop Tops,Orange Fruit Drink Multipack 250mL,Back to School,4.0,3.5,0.5,6 pack,6 pack,$pecials,$pecials,True,"['646385 ASAHI BEVERAGES AUST P/L', '44059 ASAHI BEVERAGES PTY LTD']","['646385 ASAHI BEVERAGES AUST P/L', '44059 ASAHI BEVERAGES PTY LTD']"
2829509P,Coles,Brown Portabella Mushrooms Prepacked,Fruit & Vegetables,6.5,6.9,0.40000000000000036,375g,375g,,,True,"['939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD']","['939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD']"
9189154P,Earth Choice,Shower Cleaner Trigger Spray,Household,4.15,4.0,0.15000000000000036,600mL,600mL,,,True,['653217 NATURES ORGANICS P/L'],['653217 NATURES ORGANICS P/L']
6763800P,Aptamil,Gold+ 1 Baby Infant Formula From Birth to 6 Months,Baby,23.6,24.8,1.1999999999999993,900g,900g,,,True,['665274 NUTRICIA AUST P/L'],['665274 NUTRICIA AUST P/L']
9043363P,Red Bull,Energy Drink Multipack 250mL,Drinks,10.85,10.2,0.6500000000000004,4 pack,4 pack,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '736091 SCHWEPPES AUST P/L (SA)', '935067 RED BULL AUST P/L']","['44059 ASAHI BEVERAGES PTY LTD', '736091 SCHWEPPES AUST P/L (SA)', '935067 RED BULL AUST P/L']"
3243541P,Que,Cola Soft Drink,Summer Entertaining,1.0,0.75,0.25,1.25L,1.25L,,,True,"['965175 TRU BLU BEVERAGES P/L', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']","['965175 TRU BLU BEVERAGES P/L', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']"
3085349P,Brookvale,Union Ginger Beer Can 330mL,Liquor,29.0,28.0,1.0,6 Pack,6 Pack,,,True,['9393 CUB P/L'],['9393 CUB P/L']
3014828P,Schweppes,Tonic Water Zero Sugar Mixers,Summer Entertaining,1.7,1.6,0.09999999999999987,1.1L,1.1L,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3050184P,Frantelle,The Day Tripper Spring Water,Drinks,1.55,1.4,0.15000000000000013,1L,1L,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
2786585P,Coles,Kitchen Asian Style Salad Bowl,Fruit & Vegetables,5.5,5.0,0.5,230g,230g,,,True,"['939301 FRESH PRODUCE DC (WA)', ""635235 COSTA'S P/L (VIC DC)"", '939312 FRESH PRODUCE DC (NSW)', '756806 SALADFRESH', '933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', '959032 CHILLED FOODS MCK P/L (F & V DIV', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L']","['939301 FRESH PRODUCE DC (WA)', ""635235 COSTA'S P/L (VIC DC)"", '939312 FRESH PRODUCE DC (NSW)', '756806 SALADFRESH', '933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', '959032 CHILLED FOODS MCK P/L (F & V DIV', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L']"
3049447P,Maximus,Grape Sports Drink 1L,Drinks,1.95,1.8,0.1499999999999999,1L,1L,$pecials,$pecials,True,['935273 FRUCOR BEVERAGES (AUST) P/L'],['935273 FRUCOR BEVERAGES (AUST) P/L']
54485P,Carlsberg,Green Bottle 330mL,Liquor,45.0,42.0,3.0,24 Pack,24 Pack,$pecials,$pecials,True,"['804668 PREMIUM BEVERAGES P/L', '9393 CUB P/L', '79413 COOPERS BREWERY LTD', '963979 MAX LIQUOR SUPPLIES']","['804668 PREMIUM BEVERAGES P/L', '9393 CUB P/L', '79413 COOPERS BREWERY LTD', '963979 MAX LIQUOR SUPPLIES']"
129335P,Continental,Chicken Noodle Soup Serves 4,Pantry,0.9,1.0,0.09999999999999998,45g,45g,,,True,['421901 UNILEVER A'],['421901 UNILEVER A']
3014974P,Schweppes,Natural Mineral Water,Drinks,1.7,1.6,0.09999999999999987,1.1L,1.1L,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3812534P,Sunkist,Zero Sugar Soft Drink Orange Crush,,2.1,2.0,0.10000000000000009,,,,,True,,
3014952P,Schweppes,Lemon Lime Mineral Water,Summer Entertaining,1.7,1.6,0.09999999999999987,1.1L,1.1L,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3223908P,Corona,Ligera Bottle 355mL,Liquor,50.0,46.0,4.0,24 Pack,24 Pack,$pecials,$pecials,True,['9393 CUB P/L'],['9393 CUB P/L']
3847914P,Mt Franklin,Lightly Sparkling Passionfruit 375mL,Drinks,7.65,6.15,1.5,10 pack,10 pack,$pecials,$pecials,True,['931859 COCA COLA AMATIL AUST P/L (GHPL)'],['931859 COCA COLA AMATIL AUST P/L (GHPL)']
7390424P,Woodstock,Bourbon & Cola 10% Can 200mL,Liquor,19.0,18.0,1.0,4 Pack,4 Pack,$pecials,$pecials,True,"['737925 ASAHI PREMIUM BEVERAGES P/L', '963979 MAX LIQUOR SUPPLIES']","['737925 ASAHI PREMIUM BEVERAGES P/L', '963979 MAX LIQUOR SUPPLIES']"
5399075P,Kirks,Creaming Soda,Summer Entertaining,1.0,0.85,0.15000000000000002,1.25L,1.25L,$pecials,$pecials,True,"['931859 COCA COLA', '931858 COCA COLA', '37079 LACTALIS AUSTRALIA P/L', '722642 COCA-COLA']","['931859 COCA COLA', '931858 COCA COLA', '37079 LACTALIS AUSTRALIA P/L', '722642 COCA-COLA']"
1262240P,Devondale,Moo Chocolate Flavoured Multipack Milk 200mL,Back to School,4.35,3.75,0.5999999999999996,6 pack,6 pack,$pecials,$pecials,True,"['974916 SAPUTO DAIRY AUSTRALIA (SDA2)', '317349 MURRAY GOULBURN CO-OP CO LTD']","['974916 SAPUTO DAIRY AUSTRALIA (SDA2)', '317349 MURRAY GOULBURN CO-OP CO LTD']"
4601320P,Coles,Cauliflower Half,Summer Entertaining,3.0,2.0,1.0,1 each,1 each,,,True,"['942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)']","['942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)']"
1492432P,Red Bull,Zero Can,Drinks,4.6,4.4,0.1999999999999993,473mL,473mL,,,True,['935067 RED BULL AUST P/L'],['935067 RED BULL AUST P/L']
5111654P,Coles,Pink Lady Apples Loose,Fruit & Vegetables,1.3,1.5,0.19999999999999996,Approx. 200g each,Approx. 200g each,,,True,"[""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)']","[""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)']"
8492033P,Kirks,Ginger Beer Multiple Cans 375mL,Summer Entertaining,6.5,5.0,1.5,375mL,375mL,$pecials,$pecials,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
2112195P,Rekorderlig,Strawberry & Lime Cider Bottle 330mL,Liquor,22.5,20.5,2.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3068204P,Iron Jack,Bottle 330mL,Liquor,16.5,15.5,1.0,6 Pack,6 Pack,,,True,"['47082 TOOHEYS P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '169871 CASTLEMAINE PERKINS LTD', '254762 THE SOUTH AUST BREWING CO P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '42196 THE SWAN BREWERY CO P/L', '729248 AUSTRALIAN LIQUOR MARKETERS P/L']","['47082 TOOHEYS P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '169871 CASTLEMAINE PERKINS LTD', '254762 THE SOUTH AUST BREWING CO P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '42196 THE SWAN BREWERY CO P/L', '729248 AUSTRALIAN LIQUOR MARKETERS P/L']"
1263049P,Somersby,Pear Cider Can 375mL,Summer Entertaining,26.0,24.0,2.0,10 Pack,10 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
5900530P,Coles,Hass Avocados,Back to School,3.0,3.9,0.8999999999999999,1 each,1 each,,,True,"['939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)']","['939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)']"
3871475P,Coles,Sports Spring Water,Drinks,1.1,1.0,0.10000000000000009,1L,1L,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
1085508P,Somersby,Apple Cider Bottle 330mL,Liquor,21.5,21.0,0.5,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
1446344P,Voss,Artesian Sparkling Water,Drinks,3.1,3.0,0.10000000000000009,375mL,375mL,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '968831 FINE WINE PARTNERS', '801940 FINE WINE PARTNERS']","['44059 ASAHI BEVERAGES PTY LTD', '968831 FINE WINE PARTNERS', '801940 FINE WINE PARTNERS']"
3891767P,Daily Juice,Apple Mango Peach,Drinks,4.8,5.0,0.20000000000000018,2L,2L,,,True,['4111 LD & D AUST P/L'],['4111 LD & D AUST P/L']
479615P,Ruski,Lemon Bottle 275mL,Liquor,107.0,91.0,16.0,24 Pack,24 Pack,,,True,"['805291 LIQUOR CONNECTION', '47651 DIAGEO AUST LTD', '804247 VOK BEVERAGES P/L', '12947 G.H.P.L.', '963979 MAX LIQUOR SUPPLIES', '957839 (BS) VOK BEVERAGES P/L']","['805291 LIQUOR CONNECTION', '47651 DIAGEO AUST LTD', '804247 VOK BEVERAGES P/L', '12947 G.H.P.L.', '963979 MAX LIQUOR SUPPLIES', '957839 (BS) VOK BEVERAGES P/L']"
2619492P,Pacific,Beverages Radler Bottle 330mL,Liquor,14.0,13.0,1.0,6 Pack,6 Pack,,,True,['9393 CUB P/L'],['9393 CUB P/L']
2383363P,V,Energy Drink Blue 4 x 275ml Cans,Drinks,9.5,9.35,0.15000000000000036,4 pack,4 pack,,,True,['935273 FRUCOR BEVERAGES (AUST) P/L'],['935273 FRUCOR BEVERAGES (AUST) P/L']
2492960P,Arizona,Peach Flavour Ice Tea Bottle,Drinks,2.0,1.95,0.050000000000000044,500mL,500mL,,,True,['969031 LEVEL BEVERAGES P/L'],['969031 LEVEL BEVERAGES P/L']
3734281P,Skyn,Close Feel Condoms,Health & Beauty,9.99,10.0,0.009999999999999787,10 pack,10 pack,,,True,['974263 SXWELL AUSTRALIA PTY LTD'],['974263 SXWELL AUSTRALIA PTY LTD']
3346351P,Woodstock,Zero Sugar 6% Can 375mL,Liquor,21.0,20.0,1.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3290778P,Monster,Mango Loco Energy Drink,Drinks,3.55,3.5,0.04999999999999982,500mL,500mL,,,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
8870141P,Colgate,Whitening & Tartar Pump Toothpaste,Health & Beauty,8.5,8.6,0.09999999999999964,130g,130g,,,True,['51977 COLGATE PALMOLIVE P/L'],['51977 COLGATE PALMOLIVE P/L']
9599848P,Mount Franklin,Pure Spring Water 1L,Back to School,8.0,7.0,1.0,6 pack,6 pack,,,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
207100P,Appletiser,Sparkling Apple Juice Bottle,Drinks,4.7,4.2,0.5,750mL,750mL,,,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
2821788P,Matilda Bay,Wild Yak Pacific Ale Bottle 345mL,Liquor,20.0,19.0,1.0,6 Pack,6 Pack,,,True,['9393 CUB P/L'],['9393 CUB P/L']
6068572P,Vileda,Super Microfibre Plus Mop Refill,Household,10.5,11.0,0.5,1 each,1 each,,,True,['930864 FREUDENBERG HOME &CLEANING SOLUT'],['930864 FREUDENBERG HOME &CLEANING SOLUT']
3301477P,Canadian Club,& Zero Sugar Dry Can 375mL,Summer Entertaining,25.0,24.0,1.0,6 Pack,6 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
1849271P,Coca-Cola,Sprite No Sugar Soft Drink Lemon Lime 375mL,Drinks,8.0,6.5,1.5,10 pack,10 pack,$pecials,$pecials,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
1253180P,Somersby,Apple Cider Can 375mL,Liquor,71.0,66.0,5.0,30 Pack,30 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
7215355P,Coles,Yellow Capsicum,Summer Entertaining,3.488,2.528,0.96,Approx. 320g each,Approx. 320g each,,,True,"['939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD']","['939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD']"
2018630P,Uberbrau,Imported Lager Bottle 330mL,Liquor,34.0,31.0,3.0,24 Pack,24 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
115909P,Bonox,Concentrated Beef Stock,Pantry,5.5,5.2,0.2999999999999998,230g,230g,,,True,"['26239 KRAFT FOOD', '973987 BEGA CHEESE LIMITED']","['26239 KRAFT FOOD', '973987 BEGA CHEESE LIMITED']"
3226848P,Jim Beam,Black Double Serve 6.9% Can 375mL,Liquor,28.0,27.0,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
5382006P,Continental,Superb Salt Reduced Beef Stock Powder,Pantry,3.0,2.85,0.1499999999999999,120g,120g,,,True,['421901 UNILEVER A/ASIA FOODS'],['421901 UNILEVER A/ASIA FOODS']
49043P,Harris,Coffee Filter Papers 4-6 Cup,Pantry,2.1,2.2,0.10000000000000009,1 pack,1 pack,,,True,['633861 JACOBS DOUWE EGBERTS AU P/L'],['633861 JACOBS DOUWE EGBERTS AU P/L']
1059870P,Vodka,Cruiser Sugar Free Berry 275mL,Liquor,19.0,18.0,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
7508681P,Woodstock,Bourbon & Cola 6% Can 375mL,Liquor,52.0,51.0,1.0,10 Pack,10 Pack,,,True,"['963979 MAX LIQUOR SUPPLIES', '737925 ASAHI PREMIUM BEVERAGES P/L']","['963979 MAX LIQUOR SUPPLIES', '737925 ASAHI PREMIUM BEVERAGES P/L']"
2752302P,Coles,Salted Peanuts,Fruit & Vegetables,5.0,4.0,1.0,400g,400g,,,True,"['933347 COSTAS (TASMANIA)', '97446 CARTER & SPENCER GROUP P/L', '414760 ST GEORGE PROD PTY LTD', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)']","['933347 COSTAS (TASMANIA)', '97446 CARTER & SPENCER GROUP P/L', '414760 ST GEORGE PROD PTY LTD', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)']"
8953577P,Sunny Queen,Free Range Large Eggs 18 pack,Back to School,8.75,7.8,0.9500000000000002,900g,900g,,$pecials,False,['721549 SUNNY QUEEN LTD'],['721549 SUNNY QUEEN LTD']
8600952P,Coles,Pork Spare Ribs,Meat & Seafood,18.32,15.572,2.748000000000001,approx. 916g Each,approx. 916g Each,,$pecials,False,"['931767 SOMERVILLE RETAIL SERVICES P/L', '656186 COLES SUPERMARKETS (EXP)', '971765 RROA', '650790 AUSTRALIAN COUNTRY CHOICE']","['931767 SOMERVILLE RETAIL SERVICES P/L', '656186 COLES SUPERMARKETS (EXP)', '971765 RROA', '650790 AUSTRALIAN COUNTRY CHOICE']"
52092P,Miller,Genuine Draft Bottle 330mL,Liquor,21.0,20.0,1.0,6 Pack,6 Pack,,,True,"['267988 FOSTERS AUST LTD (NSW) (DELETED)', '743658 FOSTERS AUST LTD (NT) (DELETED)', '722642 COCA-COLA AMATIL (AUST) P/L', '721832 FOSTERS AUST LTD (SA) (DELETED)', '963979 MAX LIQUOR SUPPLIES', '9393 CUB P/L', '738743 FOSTERS AUST LTD (QLD) (DELETED)', '722383 FOSTERS AUST LTD (WA) (DELETED)']","['267988 FOSTERS AUST LTD (NSW) (DELETED)', '743658 FOSTERS AUST LTD (NT) (DELETED)', '722642 COCA-COLA AMATIL (AUST) P/L', '721832 FOSTERS AUST LTD (SA) (DELETED)', '963979 MAX LIQUOR SUPPLIES', '9393 CUB P/L', '738743 FOSTERS AUST LTD (QLD) (DELETED)', '722383 FOSTERS AUST LTD (WA) (DELETED)']"
1849307P,Coca-Cola,Classic Coke Multipack Cans 375mL,Summer Entertaining,8.0,6.5,1.5,10 Pack,10 Pack,$pecials,$pecials,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
2784273P,Powerade,Berry Ice Sports Drink,Drinks,2.4,2.25,0.1499999999999999,1L,1L,$pecials,$pecials,True,['931859 COCA COLA AMATIL AUST P/L (GHPL)'],['931859 COCA COLA AMATIL AUST P/L (GHPL)']
8654973P,Red Bull,Energy Drink Single Can,Drinks,3.0,2.85,0.1499999999999999,250mL,250mL,,,True,"['736091 SCHWEPPES AUST P/L (SA)', '44059 ASAHI BEVERAGES PTY LTD', '935067 RED BULL AUST P/L']","['736091 SCHWEPPES AUST P/L (SA)', '44059 ASAHI BEVERAGES PTY LTD', '935067 RED BULL AUST P/L']"
234136P,Dettol,Sapoderm Hygienic Soap for Acne Oily Skin 3 pack,Health & Beauty,4.7,4.45,0.25,375g,375g,,,True,['672882 RECKITT BENCKISER (AUST) P/L'],['672882 RECKITT BENCKISER (AUST) P/L']
10955P,Coopers,Sparkling Ale Bottle 375mL,Liquor,22.0,23.0,1.0,6 Pack,6 Pack,,,True,"['79413 COOPERS BREWERY LTD', '963979 MAX LIQUOR SUPPLIES', '804668 PREMIUM BEVERAGES P/L']","['79413 COOPERS BREWERY LTD', '963979 MAX LIQUOR SUPPLIES', '804668 PREMIUM BEVERAGES P/L']"
1824124P,Total Care,Mini Oinker,Pet,7.4,7.2,0.20000000000000018,1 each,1 each,,,True,"['969805 NESTLE PURINA PETCARE', '953231 NESTLE PURINA PETCARE']","['969805 NESTLE PURINA PETCARE', '953231 NESTLE PURINA PETCARE']"
5357053P,Bonsoy,Soy Milk,"Dairy, Eggs & Meals",3.7,3.9,0.19999999999999973,1L,1L,$pecials,$pecials,True,['605255 SPIRAL FOODS'],['605255 SPIRAL FOODS']
