SKU,Brand,Product Name,Category,ADL Price,MEL Price,Price Difference,ADL packaging,MEL packaging,ADL Specials,MEL Specials,Same Specials,ADL Suppliers,MEL Suppliers
3637591P,Heineken,Non Alcohol 330mL,Summer Entertaining,13.0,12.0,1.0,6 pack,6 pack,,,True,['979567 LION BEER WINE & SPIRITS PTY LTD'],['979567 LION BEER WINE & SPIRITS PTY LTD']
7514866P,Swisse,Ultiboost Vitamin D Capsules,Health & Beauty,10.5,11.0,0.5,60 pack,60 pack,,,True,['953875 SWISSE VITAMINS (ACCOUNT NO 2 )'],['953875 SWISSE VITAMINS (ACCOUNT NO 2 )']
2485385P,Red Bull,Tropical Flavour Energy Drink Single Can,Drinks,3.0,2.85,0.1499999999999999,250mL,250mL,,,True,['935067 RED BULL AUST P/L'],['935067 RED BULL AUST P/L']
1171665P,Yaru,Still Spring Water,Back to School,1.6,1.5,0.10000000000000009,500mL,500mL,,,True,"['967732 YARU P/L', '975459 YARU AUSTRALIA PTY LTD']","['967732 YARU P/L', '975459 YARU AUSTRALIA PTY LTD']"
5595856P,Bundaberg,Ginger Beer Bottles 375mL,Summer Entertaining,6.1,5.7,0.39999999999999947,4 pack,4 pack,,,True,['427551 BUNDABERG BREWED DRINKS'],['427551 BUNDABERG BREWED DRINKS']
5180497P,Coles,Diet Tonic Water,Summer Entertaining,1.0,0.75,0.25,1.25L,1.25L,,,True,"['733709 CARLTON & UNITED BREWERIES', '44059 ASAHI BEVERAGES PTY LTD', '806063 P & N BEVERAGES AUST P/L', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '933172 P & N BEVERAGES AUST P/L (PRIVAT']","['733709 CARLTON & UNITED BREWERIES', '44059 ASAHI BEVERAGES PTY LTD', '806063 P & N BEVERAGES AUST P/L', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '933172 P & N BEVERAGES AUST P/L (PRIVAT']"
2535654P,Coles,Apple Juice Multipack 250mL,Back to School,2.9,2.3,0.6000000000000001,6 pack,6 pack,,,True,"['619256 HARVEY FRESH', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '971982 HARVEY FRESH (1994) LTD (COLESBR']","['619256 HARVEY FRESH', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '971982 HARVEY FRESH (1994) LTD (COLESBR']"
2226150P,Furphy,Refreshing Ale Bottle 375mL,Liquor,19.0,18.0,1.0,6 Pack,6 Pack,$pecials,$pecials,True,"['254762 THE SOUTH AUST BREWING CO P/L', '47082 TOOHEYS P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '710911 LION NATHAN VICTORIA P/L (BEER)', '42196 THE SWAN BREWERY CO P/L', '169871 CASTLEMAINE PERKINS LTD']","['254762 THE SOUTH AUST BREWING CO P/L', '47082 TOOHEYS P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '710911 LION NATHAN VICTORIA P/L (BEER)', '42196 THE SWAN BREWERY CO P/L', '169871 CASTLEMAINE PERKINS LTD']"
3648554P,Aqua Pura,Fruit Splash Tropical,Drinks,2.65,2.5,0.1499999999999999,1L,1L,,,True,"['632791 BICKFORDS AUST P/L', ""934017 BICKFORD'S AUST P/L (PRIVATE""]","['632791 BICKFORDS AUST P/L', ""934017 BICKFORD'S AUST P/L (PRIVATE""]"
3702820P,Smithy's,Easy Drinking Beer Can 375mL,Liquor,56.0,53.0,3.0,24 Pack,24 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
4296791P,Pure Blonde,Bottle 355mL,Summer Entertaining,50.0,48.0,2.0,24 Pack,24 Pack,$pecials,$pecials,True,['9393 CUB P/L'],['9393 CUB P/L']
3491204P,Captain Morgan,& Cola 9% Can 250mL,Liquor,23.0,22.0,1.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
4628676P,Coles,Greenhouse Truss Tomatoes,Summer Entertaining,0.35,0.406,0.05600000000000005,Approx. 140g each,Approx. 140g each,,,True,"[""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '942460 FRESH DIRECT BROKERS (IMPORTS)', '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '97446 CARTER & SPENCER GROUP P/L', '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD']","[""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '942460 FRESH DIRECT BROKERS (IMPORTS)', '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '97446 CARTER & SPENCER GROUP P/L', '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD']"
1274330P,Canadian Club,& Dry Bottle 500mL,Liquor,90.0,79.0,11.0,12 Pack,12 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3613108P,Mountain Dew,Energised Multipack Soft Drink Cans 375mL,Drinks,14.15,10.5,3.6500000000000004,24 Pack,24 Pack,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3702831P,Smithy's,Easy Drinking Beer Can 375mL,Liquor,20.0,19.0,1.0,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
5180340P,Coles,Dry Ginger Ale,Summer Entertaining,1.0,0.75,0.25,1.25L,1.25L,,,True,"['806063 P & N BEVERAGES AUST P/L', '44059 ASAHI BEVERAGES PTY LTD', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '733709 CARLTON & UNITED BREWERIES', '933172 P & N BEVERAGES AUST P/L (PRIVAT']","['806063 P & N BEVERAGES AUST P/L', '44059 ASAHI BEVERAGES PTY LTD', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '733709 CARLTON & UNITED BREWERIES', '933172 P & N BEVERAGES AUST P/L (PRIVAT']"
2925841P,G Active,Lemon Flavoured Electrolyte Water,Drinks,1.75,1.7,0.050000000000000044,600mL,600mL,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
9124920P,Kirks,Lemonade Multipack Cans 375mL,Summer Entertaining,6.5,5.0,1.5,10 pack,10 pack,$pecials,$pecials,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '37079 LACTALIS AUSTRALIA P/L', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '37079 LACTALIS AUSTRALIA P/L', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
2818386P,Pure Blonde,Crisp Apple Cider Bottle 355mL,Liquor,19.5,18.5,1.0,6 Pack,6 Pack,,,True,"['9393 CUB P/L', '963979 MAX LIQUOR SUPPLIES']","['9393 CUB P/L', '963979 MAX LIQUOR SUPPLIES']"
5179137P,Coles,Lemon Flavoured Drink,Summer Entertaining,1.0,0.75,0.25,1.25L,1.25L,,,True,"['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '733709 CARLTON & UNITED BREWERIES', '44059 ASAHI BEVERAGES PTY LTD', '933172 P & N BEVERAGES AUST P/L (PRIVAT', '806063 P & N BEVERAGES AUST P/L']","['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '733709 CARLTON & UNITED BREWERIES', '44059 ASAHI BEVERAGES PTY LTD', '933172 P & N BEVERAGES AUST P/L (PRIVAT', '806063 P & N BEVERAGES AUST P/L']"
3808231P,Goat Lager,Bottle 375mL,Liquor,21.5,20.5,1.0,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
1492374P,Coca-Cola,No Sugar Coke Multipack 300mL,Drinks,15.3,14.0,1.3000000000000007,12 pack,12 pack,,,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
88602P,Tooheys,Extra Dry Bottle 345mL,Liquor,19.5,18.5,1.0,6 Pack,6 Pack,,,True,"['42196 THE SWAN BREWERY CO P/L', '254762 THE SOUTH AUST BREWING CO P/L', '169871 CASTLEMAINE PERKINS LTD', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '47082 TOOHEYS P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD']","['42196 THE SWAN BREWERY CO P/L', '254762 THE SOUTH AUST BREWING CO P/L', '169871 CASTLEMAINE PERKINS LTD', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '47082 TOOHEYS P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD']"
6846066P,John West,Tuna & Sweetcorn In Mayonnaise with Crackers Lunch Kit,,3.25,3.45,0.20000000000000018,108g,108g,,,True,['14729 SIMPLOT AUST P/L'],['14729 SIMPLOT AUST P/L']
3029790P,Coca-Cola,No Sugar Coke,Summer Entertaining,2.9,2.75,0.1499999999999999,2L,2L,$pecials,$pecials,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)', '722642 COCA-COLA AMATIL (AUST) P/L']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)', '722642 COCA-COLA AMATIL (AUST) P/L']"
3568590P,Dare,Double Espresso Flavoured Milk,Back to School,3.3,3.35,0.050000000000000266,500mL,500mL,,,True,"['367702 CAPITOL CHILLED FOODS (AUST) P/L', '966403 LD&D AUSTRALIA PTY LTD (DSD)', '665282 LD & D AUST P/L']","['367702 CAPITOL CHILLED FOODS (AUST) P/L', '966403 LD&D AUSTRALIA PTY LTD (DSD)', '665282 LD & D AUST P/L']"
6907295P,Mother,Energy Drink Cans 500mL,Drinks,6.85,6.2,0.6499999999999995,4 pack,4 pack,,,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
316376P,MasterFoods,Mixed Spice,Pantry,2.8,2.9,0.10000000000000009,30g,30g,,,True,['30791 MARS AUST'],['30791 MARS AUST']
3014817P,Schweppes,Dry Ginger Ale,Summer Entertaining,1.7,1.6,0.09999999999999987,1.1L,1.1L,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3663026P,Pirate Life,Throwback IPA 3.5% Can 355mL,Liquor,17.0,16.0,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
7001464P,Matilda Bay,Fat Yak Pale Ale Bottle 345mL,Liquor,20.0,19.0,1.0,6 Pack,6 Pack,,,True,['9393 CUB P/L'],['9393 CUB P/L']
7292254P,Vitasoy,Oat Long Life Milk,"Dairy, Eggs & Meals",2.85,2.9,0.04999999999999982,1L,1L,,,True,['943884 NATIONAL F'],['943884 NATIONAL F']
49665P,Coopers,Original Pale Ale Bottle 375mL,Summer Entertaining,51.0,54.0,3.0,24 Pack,24 Pack,,$pecials,False,"['805291 LIQUOR CONNECTION', '79413 COOPERS BREWERY LTD', '963979 MAX LIQUOR SUPPLIES', '804668 PREMIUM BEVERAGES P/L']","['805291 LIQUOR CONNECTION', '79413 COOPERS BREWERY LTD', '963979 MAX LIQUOR SUPPLIES', '804668 PREMIUM BEVERAGES P/L']"
7909649P,Mount Franklin,Pure Spring Water 500mL,Back to School,9.7,7.0,2.6999999999999993,20 pack,20 pack,$pecials,$pecials,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
